DeckID,MainMarket,DeckFaction,DeckContributor,DeckWins,DeckLoses,CardCode,Quantity,Name,Set,DraftPack,CardText,Rarity,Type,ImageUrl,UnitType,Influence,Cost,Strength,Health,Faction,FE.Type,FE.Subtype,Removal,Unit,Buff,Power,F,T,J,P,S,ProducesF,ProducesT,ProducesJ,ProducesP,ProducesS
53,main,FTp,GaoNan,7,0,3-15,2,Backpacker's Machete,Dusk,TRUE,Summon: Scout.,Common,Weapon,https://cards.eternalwarcry.com/cards/full/Backpacker's_Machete.png,NULL,{F},3,2,2,Fire,Attachment,Weapon,No,No,Slow,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,4-71,1,Deft Strike,Fall,TRUE,Warp; Give one of your units Killer.,Common,Spell,https://cards.eternalwarcry.com/cards/full/Deft_Strike.png,NULL,{T},3,NA,NA,Time,Spell,NA,NA,No,Slow,FALSE,0,1,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,1-209,1,Flash Freeze,Throne,TRUE,Stun two enemy units.,Common,Fast Spell,https://cards.eternalwarcry.com/cards/full/Flash_Freeze.png,NULL,{P},3,NA,NA,Primal,Spell,Fast,Soft,No,No,FALSE,0,0,0,1,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,6-23,1,Nimble Conscript,Frontier,FALSE,Reckless;Shift 1,Common,Unit,https://cards.eternalwarcry.com/cards/full/Nimble_Conscript.png,Soldier,{F},3,3,4,Fire,Unit,Soldier,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,6-66,2,Omnivorous Vorlunk,Frontier,FALSE,"Killer, Overwhelm",Common,Unit,https://cards.eternalwarcry.com/cards/full/Omnivorous_Vorlunk.png,Dinosaur,{T}{T},3,3,1,Time,Unit,Dinosaur,NA,NA,NA,NA,0,2,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,6-24,1,Quake Titan,Frontier,FALSE,Shift 7: Deal 5 damage to an enemy.,Rare,Unit,https://cards.eternalwarcry.com/cards/full/Quake_Titan.png,Sentinel,{F}{F},3,5,1,Fire,Unit,Sentinel,NA,NA,NA,NA,2,0,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,1-76,1,Unlock Potential,Throne,TRUE,Your units get +1/+1.,Uncommon,Spell,https://cards.eternalwarcry.com/cards/full/Unlock_Potential.png,NULL,{T},3,NA,NA,Time,Spell,NA,NA,No,Slow,FALSE,0,1,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,4-29,1,Clan Wallbreaker,Fall,TRUE,Overwhelm,Common,Unit,https://cards.eternalwarcry.com/cards/full/Clan_Wallbreaker.png,Warrior,{F},4,4,2,Fire,Unit,Warrior,No,Utility,No,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,6-31,1,Mining Team,Frontier,FALSE,Warp;Summon: Scout.;Shift 2,Common,Unit,https://cards.eternalwarcry.com/cards/full/Mining_Team.png,Grenadin,{F},4,NA,NA,Fire,Unit,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,6-81,2,Corrupted Behemoth,Frontier,FALSE,Overwhelm;Pay 3 and twist Corrupted Behemoth to gain 2 Health.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Corrupted_Behemoth.png,Dinosaur,{T},5,4,6,Time,Unit,Dinosaur,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,2-26,1,Gun Down,Omens,TRUE,Deal 5 damage to an enemy unit without Quickdraw.,Common,Spell,https://cards.eternalwarcry.com/cards/full/Gun_Down.png,NULL,{F},5,NA,NA,Fire,Spell,NA,NA,No,No,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,5-68,1,Moonstone Vanguard,Defiance,TRUE,"Endurance, Pledge;When Moonstone Vanguard attacks, draw a card.;When it blocks, you gain 5 Health.",Rare,Unit,https://cards.eternalwarcry.com/cards/full/Moonstone_Vanguard.png,Sentinel,{T}{T},5,5,5,Time,Unit,Sentinel,No,Yes,No,FALSE,0,2,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,6-83,1,Venomous Mount,Frontier,FALSE,Deadly;Shift 3: Give one of your other units Deadly until Venomous Mount emerges.,Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Venomous_Mount.png,Scorpion,{T}{T},5,NA,NA,Time,Unit,NA,NA,NA,NA,NA,0,2,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,2-63,1,Waystone Infuser,Omens,TRUE,Warp; Your power cards have Warp.,Rare,Unit,https://cards.eternalwarcry.com/cards/full/Waystone_Infuser.png,Radiant,{T}{T},5,2,6,Time,Unit,Radiant,No,Yes,No,Slow,0,2,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,6-44,1,Clan Barracks,Frontier,FALSE,"When you scout, play a 4/4 Warrior.;Onslaught: Scout.",Uncommon,Relic,https://cards.eternalwarcry.com/cards/full/Clan_Barracks.png,NULL,{F},7,NA,NA,Fire,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,1-1,5,Fire Sigil,Basic,FALSE, ,None,Power,https://cards.eternalwarcry.com/cards/full/Fire_Sigil.png,NULL,{F},0,NA,NA,Fire,Power,Sigil,No,No,No,TRUE,0,0,0,0,0,1,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,1-187,1,Primal Sigil,Basic,FALSE,,None,Power,https://cards.eternalwarcry.com/cards/full/Primal_Sigil.png,NULL,{P},0,NA,NA,Primal,Power,Sigil,No,No,No,FALSE,0,0,0,0,0,NA,NA,NA,1,NA
53,main,FTp,GaoNan,7,0,1-63,6,Time Sigil,Basic,FALSE,,None,Power,https://cards.eternalwarcry.com/cards/full/Time_Sigil.png,NULL,{T},0,NA,NA,Time,Power,Sigil,No,No,No,FALSE,0,0,0,0,0,NA,1,NA,NA,NA
53,main,FTp,GaoNan,7,0,6-136,2,Cobalt Coin,Frontier,FALSE,Depleted;Gain {P}.;Onslaught: Play an Inferiority Complex on an enemy unit.,Common,Power,https://cards.eternalwarcry.com/cards/full/Cobalt_Coin.png,NULL,{P},0,NA,NA,Primal,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,6-226,1,Praxis Insignia,Frontier,FALSE,Gain {F}{T}.;Depleted if you have any cards from other factions in your deck.,Uncommon,Power,https://cards.eternalwarcry.com/cards/full/Praxis_Insignia.png,NULL,{F}{T},0,NA,NA,Praxis,Power,Insignia,No,No,No,TRUE,0,0,0,0,0,NA,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,4-1,1,Shugo Standard,Fall,TRUE,Depleted; Gain {F}.; Transmute 5: Shugo Tactic.,Uncommon,Power,https://cards.eternalwarcry.com/cards/full/Shugo_Standard.png,NULL,{F},0,NA,NA,Fire,Power,Standard,No,No,No,TRUE,0,0,0,0,0,1,NA,NA,NA,NA
53,main,FTp,GaoNan,7,0,4-49,1,Temple Standard,Fall,TRUE,Depleted; Gain {T}.; Transmute 5: Temple Tactic.,Uncommon,Power,https://cards.eternalwarcry.com/cards/full/Temple_Standard.png,NULL,{T},0,NA,NA,Time,Power,Standard,Soft,No,No,TRUE,0,0,0,0,0,NA,1,NA,NA,NA
54,main,FS,ForTheEternals,7,2,5-251,1,Astromancer's Compass,Defiance,TRUE,"Once per turn, you may pay 2 to give one of your units +1/+1 this turn.",Common,Relic,https://cards.eternalwarcry.com/cards/full/Astromancer's_Compass.png,NULL,,1,NA,NA,Neutral,Attachment,Relic,No,No,Slow,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,5-150,2,Cabal Scavenger,Defiance,TRUE,"Lifesteal;When you play a relic, Cabal Scavenger deals 1 damage to the enemy player.",Common,Unit,https://cards.eternalwarcry.com/cards/full/Cabal_Scavenger.png,"c(""Gunslinger"", ""Rogue"")",{S},1,1,2,Shadow,Unit,Gunslinger Rogue,No,Utility,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,1-2,1,Flame Blast,Throne,TRUE,Deal 1 damage. Spend your remaining power to increase the damage dealt by that much.,Uncommon,Spell,https://cards.eternalwarcry.com/cards/full/Flame_Blast.png,NULL,{F}{F}{F},1,NA,NA,Fire,Spell,NA,Damage,No,No,FALSE,3,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,1-251,2,Suffocate,Throne,TRUE,Kill a unit with 3 Attack or less.,Uncommon,Spell,https://cards.eternalwarcry.com/cards/full/Suffocate.png,NULL,{S},1,NA,NA,Shadow,Spell,NA,Conditional,No,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-7,2,Blurreechaser,Frontier,FALSE,Quickdraw;Pay 1 and twist Blurreechaser to scout.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Blurreechaser.png,"c(""Explorer"", ""Yeti"")",{F},2,NA,NA,Fire,Unit,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,1-297,1,Cabal Cutthroat,Throne,TRUE,Lifesteal,Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Cabal_Cutthroat.png,Rogue,{S},2,2,2,Shadow,Unit,Rogue,No,Yes,No,FALSE,0,0,0,0,2,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-10,1,Daring Maneuver,Frontier,FALSE,Give a unit +2/+2 and Overwhelm this turn.,Common,Fast Spell,https://cards.eternalwarcry.com/cards/full/Daring_Maneuver.png,NULL,{F},2,NA,NA,Fire,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,5-160,2,Mob Rule,Defiance,TRUE,Kill an enemy unit with  Strength equal to or less than your number of units.,Common,Fast Spell,https://cards.eternalwarcry.com/cards/full/Mob_Rule.png,NULL,{S},2,NA,NA,Shadow,Spell,Fast,Conditional,No,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,1-21,1,Pyre Adept,Throne,TRUE,,Common,Unit,https://cards.eternalwarcry.com/cards/full/Pyre_Adept.png,Mage,{F},2,3,1,Fire,Unit,Mage,No,Yes,No,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-15,1,Ruins Guide,Frontier,FALSE,"When one of your units emerges, Ruins Guide gets + Strength/+ Health this turn equal to that unit's  Strength/ Health.",Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Ruins_Guide.png,Explorer,{F},2,NA,NA,Fire,Unit,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,1-265,1,Scavenging Vulture,Throne,TRUE,Flying; +1 Attack while you have a unit in your void.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Scavenging_Vulture.png,Raptor,{S},2,1,1,Shadow,Unit,Raptor,No,Yes,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-17,1,Stronghold Vandal,Frontier,FALSE,Shift 3: Kill an enemy attachment.,Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Stronghold_Vandal.png,Warrior,{F},2,NA,NA,Fire,Unit,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-195,1,Unchecked Aggression,Frontier,FALSE,Warp;Your units get +1 Strength this turn.,Common,Fast Spell,https://cards.eternalwarcry.com/cards/full/Unchecked_Aggression.png,NULL,{S},2,NA,NA,Shadow,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,1-263,1,Venomfang Dagger,Throne,TRUE,Deadly,Common,Weapon,https://cards.eternalwarcry.com/cards/full/Venomfang_Dagger.png,NULL,{S},2,1,1,Shadow,Attachment,Weapon,NA,NA,NA,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-18,1,Zuberi's Longbow,Frontier,FALSE,"When you scout, sacrifice Zuberi's Longbow to have the wielder deal 3 damage to an enemy.",Uncommon,Weapon,https://cards.eternalwarcry.com/cards/full/Zuberi's_Longbow.png,NULL,{F},2,NA,NA,Fire,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,2-155,1,Extract,Omens,TRUE,Lifesteal; Deal 3 damage.; Scout.,Common,Spell,https://cards.eternalwarcry.com/cards/full/Extract.png,NULL,{S}{S},3,NA,NA,Shadow,Spell,NA,NA,No,No,FALSE,0,0,0,0,2,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,5-166,1,Flickerling,Defiance,TRUE,Flying,Common,Unit,https://cards.eternalwarcry.com/cards/full/Flickerling.png,Wisp,{S},3,2,2,Shadow,Unit,Wisp,No,Yes,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-201,1,Lethrai Direbeast,Frontier,FALSE,Lifesteal;Shift 4: Give one of your other units Lifesteal until Lethrai Direbeast emerges.,Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Lethrai_Direbeast.png,Direbeast,{S},3,NA,NA,Shadow,Unit,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,4-22,1,Manufacture,Fall,TRUE,Warp; Create and draw three 1/1 Grenadin.,Common,Spell,https://cards.eternalwarcry.com/cards/full/Manufacture.png,NULL,{F},3,NA,NA,Fire,Spell,NA,NA,Utility,No,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-23,3,Nimble Conscript,Frontier,FALSE,Reckless;Shift 1,Common,Unit,https://cards.eternalwarcry.com/cards/full/Nimble_Conscript.png,Soldier,{F},3,3,4,Fire,Unit,Soldier,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,2-18,1,Outlands Brute,Omens,TRUE,"Charge, Warp; When an enemy spell is played directly on Outlands Brute, deal 2 damage to that player.",Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Outlands_Brute.png,"c(""Warrior"", ""Centaur"")",{F}{F},4,4,1,Fire,Unit,Centaur Warrior,No,Yes,No,FALSE,2,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-34,1,Combustion Brawler,Frontier,FALSE,Overwhelm;The enemy player can't gain  Health.;Shift 4: Exhaust an enemy unit.,Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Combustion_Brawler.png,Elemental,{F}{F},5,NA,NA,Fire,Unit,NA,NA,NA,NA,NA,2,0,0,0,0,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,6-216,2,Stonescar Outfitter,Frontier,FALSE,Your other units have +1 Strength.;Shift 4,Common,Unit,https://cards.eternalwarcry.com/cards/full/Stonescar_Outfitter.png,Rogue,{S},5,NA,NA,Shadow,Unit,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,1-1,8,Fire Sigil,Basic,FALSE, ,None,Power,https://cards.eternalwarcry.com/cards/full/Fire_Sigil.png,NULL,{F},0,NA,NA,Fire,Power,Sigil,No,No,No,TRUE,0,0,0,0,0,1,NA,NA,NA,NA
54,main,FS,ForTheEternals,7,2,1-249,7,Shadow Sigil,Basic,FALSE,,None,Power,https://cards.eternalwarcry.com/cards/full/Shadow_Sigil.png,NULL,{S},0,NA,NA,Shadow,Power,Sigil,No,No,No,FALSE,0,0,0,0,0,NA,NA,NA,NA,1
55,main,FS,RavenDragon,7,2,6-182,1,Bloodnurse,Frontier,FALSE,Pay 2 and twist Bloodnurse to play a 1/1 Vampire Bat with Flying and Lifesteal.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Bloodnurse.png,Shaman,{S},1,1,1,Shadow,Unit,Shaman,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,1-250,2,Dark Return,Throne,TRUE,Draw a unit from the void and give it +1/+1.,Common,Spell,https://cards.eternalwarcry.com/cards/full/Dark_Return.png,NULL,{S},1,NA,NA,Shadow,Spell,NA,No,Yes,Slow,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,1-256,2,Direfang Spider,Throne,TRUE,Deadly,Common,Unit,https://cards.eternalwarcry.com/cards/full/Direfang_Spider.png,Spider,{S},1,1,1,Shadow,Unit,Spider,Conditional,No,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-185,1,Remembrance,Frontier,FALSE,Play a unit from your void with cost 3 or less and Shift it.,Uncommon,Spell,https://cards.eternalwarcry.com/cards/full/Remembrance.png,NULL,{S},1,NA,NA,Shadow,Spell,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,4-196,1,Sewer Sludge,Fall,TRUE,"When you play a unit with more Attack or Health than Sewer Sludge, the Sludge gets +1/+1.",Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Sewer_Sludge.png,Ooze,{S},1,0,1,Shadow,Unit,Ooze,No,Yes,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,1-251,1,Suffocate,Throne,TRUE,Kill a unit with 3 Attack or less.,Uncommon,Spell,https://cards.eternalwarcry.com/cards/full/Suffocate.png,NULL,{S},1,NA,NA,Shadow,Spell,NA,Conditional,No,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,4-212,1,Afterimage,Fall,TRUE,Warp; Give one of your units Unblockable this turn.,Common,Spell,https://cards.eternalwarcry.com/cards/full/Afterimage.png,NULL,{S},2,NA,NA,Shadow,Spell,NA,NA,No,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-189,1,Angry Prophet,Frontier,FALSE,+1 Strength for each of your other units.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Angry_Prophet.png,Cultist,{S},2,1,2,Shadow,Unit,Rogue,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,5-156,1,Blood Quill,Defiance,TRUE,"Once per turn, you may pay 2 and discard the bottom card from your deck to give one of your units Lifesteal this turn.;Summon: Discard the bottom two cards of your deck.",Uncommon,Relic,https://cards.eternalwarcry.com/cards/full/Blood_Quill.png,NULL,{S},2,NA,NA,Shadow,Attachment,Relic,No,No,Slow,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-7,1,Blurreechaser,Frontier,FALSE,Quickdraw;Pay 1 and twist Blurreechaser to scout.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Blurreechaser.png,"c(""Explorer"", ""Yeti"")",{F},2,NA,NA,Fire,Unit,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-12,1,Horde Duelist,Frontier,FALSE,Charge,Common,Unit,https://cards.eternalwarcry.com/cards/full/Horde_Duelist.png,Warrior,{F},2,NA,NA,Fire,Unit,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,3-11,1,Oni Cavediver,Dusk,TRUE,+2 Attack while you have a relic.; Ultimate: Pay 2 to Scout.,Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Oni_Cavediver.png,"c(""Oni"", ""Explorer"")",{F},2,2,2,Fire,Unit,Explorer Oni,No,Yes,No,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,1-263,1,Venomfang Dagger,Throne,TRUE,Deadly,Common,Weapon,https://cards.eternalwarcry.com/cards/full/Venomfang_Dagger.png,NULL,{S},2,1,1,Shadow,Attachment,Weapon,NA,NA,NA,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,5-166,2,Flickerling,Defiance,TRUE,Flying,Common,Unit,https://cards.eternalwarcry.com/cards/full/Flickerling.png,Wisp,{S},3,2,2,Shadow,Unit,Wisp,No,Yes,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,2-11,1,Hipshot,Omens,TRUE,Warp;Deal 2 damage.,Uncommon,Spell,https://cards.eternalwarcry.com/cards/full/Hipshot.png,NULL,{F},3,NA,NA,Fire,Spell,NA,NA,No,No,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,1-275,1,Lifedrinker,Throne,TRUE,Summon: You get Lifesteal this turn.,Uncommon,Relic Weapon,https://cards.eternalwarcry.com/cards/full/Lifedrinker.png,NULL,{S},3,2,2,Shadow,Attachment,Relic Weapon,Damage,No,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-23,2,Nimble Conscript,Frontier,FALSE,Reckless;Shift 1,Common,Unit,https://cards.eternalwarcry.com/cards/full/Nimble_Conscript.png,Soldier,{F},3,3,4,Fire,Unit,Soldier,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,1-30,1,Rebel Sharpshooter,Throne,TRUE,Rebel Sharpshooter has Quickdraw while she has 4 Attack or more.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Rebel_Sharpshooter.png,Rebel,{F},3,3,3,Fire,Unit,Rebel,No,Yes,No,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-25,1,Sizzleback Salamander,Frontier,FALSE,Berserk;Pay 4 and twist Sizzleback Salamander to deal 2 damage to the enemy player.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Sizzleback_Salamander.png,Beast,{F},3,NA,NA,Fire,Unit,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-210,1,Razorquill,Frontier,FALSE,Pay 1 and twist Razorquill to deal 1 damage to the enemy player and gain 1 Health.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Razorquill.png,Direbeast,{S},4,2,4,Shadow,Unit,Direbeast,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-211,1,Umbren Voidbringer,Frontier,FALSE,"Flying, Berserk;Onslaught: Draw a unit from your void.",Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Umbren_Voidbringer.png,Radiant,{S}{S},4,NA,NA,Shadow,Unit,NA,NA,NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,1-46,1,Calderan Gunsmith,Throne,TRUE,Summon: Each of your units deals 1 damage to the enemy player.,Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Calderan_Gunsmith.png,Gunslinger,{F},5,3,2,Fire,Unit,Mage,No,Yes,No,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-40,1,Heretic's Cannon,Frontier,FALSE,"Overwhelm;When the wielder attacks, double its  Strength this turn.",Uncommon,Weapon,https://cards.eternalwarcry.com/cards/full/Heretic's_Cannon.png,NULL,{F},6,NA,NA,Fire,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,6-221,1,Hunting Anoura,Frontier,FALSE,Flying;Hunting Anoura has Warp if you or any of your units attacked this turn.,Uncommon,Unit,https://cards.eternalwarcry.com/cards/full/Hunting_Anoura.png,Direbeast,{S}{S},6,NA,NA,Shadow,Unit,NA,NA,NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,1-1,7,Fire Sigil,Basic,FALSE, ,None,Power,https://cards.eternalwarcry.com/cards/full/Fire_Sigil.png,NULL,{F},0,NA,NA,Fire,Power,Sigil,No,No,No,TRUE,0,0,0,0,0,1,NA,NA,NA,NA
55,main,FS,RavenDragon,7,2,1-249,9,Shadow Sigil,Basic,FALSE,,None,Power,https://cards.eternalwarcry.com/cards/full/Shadow_Sigil.png,NULL,{S},0,NA,NA,Shadow,Power,Sigil,No,No,No,FALSE,0,0,0,0,0,NA,NA,NA,NA,1
55,main,FS,RavenDragon,7,2,0-60,1,Seat of Chaos,Set0,TRUE,Gain {F}{S}.; Depleted unless you have a Sigil in your hand.,Uncommon,Power,https://cards.eternalwarcry.com/cards/full/Seat_of_Chaos.png,NULL,{F}{S},0,NA,NA,Stonescar,Power,Seat,No,No,No,TRUE,0,0,0,0,0,1,NA,NA,NA,1
56,main,FTs,NateS,7,2,6-47,2,Arcanum Elite,Frontier,FALSE,Flying;Onslaught: You and one of your other units each get +2 Health.,Common,Unit,https://cards.eternalwarcry.com/cards/full/Arcanum_Elite.png,Mystic,{T},1,NA,NA,Time,Unit,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
56,main,FTs,NateS,7,2,1-250,1,Dark Return,Throne,TRUE,Draw a unit from the void and give it +1/+1.,Common,Spell,https://cards.eternalwarcry.com/cards/full/Dark_Return.png,NULL,{S},1,NA,NA,Shadow,Spell,NA,No,Yes,Slow,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
56,main,FTs,NateS,7,2,2-36,1,Envelop,Omens,TRUE,Put an attacking enemy unit into its owner's hand.,Common,Fast Spell,https://cards.eternalwarcry.com/cards/full/Envelop.png,NULL,{T},1,NA,NA,Time,Spell,Fast,NA,No,No,FALSE,0,1,0,0,0,NA,NA,NA,NA,NA
56,main,FTs,NateS,7,2,1-67,1,Infinite Hourglass,Throne,TRUE,Your units have Endurance.,Uncommon,Relic,https://cards.eternalwarcry.com/cards/full/Infinite_Hourglass.png,NULL,{T},1,NA,NA,Time,Attachment,Relic,No,No,Slow,FALSE,0,1,0,0,0,NA,NA,NA,NA,NA
56,main,FTs,NateS,7,2,6-56,1,Displaced Oryctodon,Frontier,FALSE,Summon: Scout.;Shift 1,Common,Unit,https://cards.eternalwarcry.com/cards/full/Displaced_Oryctodon.png,Dinosaur,{T},2,NA,NA,Time,Unit,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
56,main,FTs,NateS,7,2,5-160,1,Mob Rule,Defiance,TRUE,Kill an enemy unit with  Strength equal to or less than your number of units.,Common,Fast Spell,https://cards.eternalwarcry.com/cards/full/Mob_Rule.png,NULL,{S},2,NA,NA,Shadow,Spell,Fast,Conditional,No,No,FALSE,0,0,0,0,1,NA,NA,NA,NA,NA
56,main,FTs,NateS,7,2,5-47,1,Porcelain Mask,Defiance,TRUE,Your units have Overwhelm.;Summon: Silence a unit in the enemy hand.,Uncommon,Relic,https://cards.eternalwarcry.com/cards/full/Porcelain_Mask.png,NULL,{T},2,NA,NA,Time,Attachment,Relic,Soft,No,No,FALSE,0,1,0,0,0,NA,NA,NA,NA,NA
