GroupedDeckFaction,Name,Rarity,TotalCards,DecksWithCard,NormalizedTotalCards,DraftPack,Type,Faction,NumberOfDecks,PctDecksWithCard,AvgCopiesPerDeck
Stonescar,Razorquill,Common,21,18,21,FALSE,Unit,Shadow,42,42.9,1.2
Stonescar,Gun Down,Common,19,15,20.900000000000002,TRUE,Spell,Fire,42,35.7,1.3
Stonescar,Granite Coin,Common,20,11,20,FALSE,Power,Fire,42,26.2,1.8
Stonescar,Pyre Adept,Common,18,15,19.8,TRUE,Unit,Fire,42,35.7,1.2
Stonescar,Curator's Spear,Common,18,17,19.8,TRUE,Relic Weapon,Shadow,42,40.5,1.1
Stonescar,Dark Return,Common,16,13,17.6,TRUE,Spell,Shadow,42,31,1.2
Stonescar,Clan Wallbreaker,Common,16,14,17.6,TRUE,Unit,Fire,42,33.3,1.1
Stonescar,Mining Team,Common,16,11,16,FALSE,Unit,Fire,42,26.2,1.5
Stonescar,Rallying Sergeant,Common,16,16,16,FALSE,Unit,NA,42,38.1,1
Stonescar,Blinkwolf,Common,14,11,15.400000000000002,TRUE,Unit,Fire,42,26.2,1.3
Stonescar,Amethyst Coin,Common,15,11,15,FALSE,Power,Shadow,42,26.2,1.4
Stonescar,Direfang Spider,Common,13,12,14.3,TRUE,Unit,Shadow,42,28.6,1.1
Stonescar,Bloodnurse,Common,14,12,14,FALSE,Unit,Shadow,42,28.6,1.2
Stonescar,Daring Maneuver,Common,13,13,13,FALSE,Fast Spell,Fire,42,31,1
Stonescar,Bandit's Flail,Common,13,11,13,FALSE,Relic Weapon,Shadow,42,26.2,1.2
Stonescar,Oni Patrol,Common,13,10,13,FALSE,Unit,Fire,42,23.8,1.3
Stonescar,Lock Horns,Common,11,11,12.100000000000001,TRUE,Fast Spell,Shadow,42,26.2,1
Stonescar,Direwood Rampager,Common,8,7,8.8,TRUE,Unit,Shadow,42,16.7,1.1
Stonescar,Pit Fighter,Common,8,5,8.8,TRUE,Unit,Fire,42,11.9,1.6
Stonescar,Direwood Lurker,Common,8,8,8,FALSE,Unit,Shadow,42,19,1
Stonescar,Iceberg Frontrunner,Common,7,7,7.700000000000001,TRUE,Unit,Fire,42,16.7,1
Stonescar,Sizzleback Salamander,Common,7,7,7,FALSE,Unit,Fire,42,16.7,1
Stonescar,Dustblind,Common,6,6,6.6000000000000005,TRUE,Spell,Fire,42,14.3,1
Stonescar,Gorgon Cutthroat,Common,6,6,6,FALSE,Unit,Shadow,42,14.3,1
Stonescar,Venomfang Dagger,Common,5,5,5.5,TRUE,Weapon,Shadow,42,11.9,1
Stonescar,Afterimage,Common,5,5,5.5,TRUE,Spell,Shadow,42,11.9,1
Stonescar,Cabal Scavenger,Common,5,3,5.5,TRUE,Unit,Shadow,42,7.1,1.7
Stonescar,Worn Shield,Common,4,4,4.4,TRUE,Weapon,Neutral,42,9.5,1
Stonescar,Inspire Obedience,Common,4,3,4.4,TRUE,Spell,Shadow,42,7.1,1.3
Stonescar,Grandfather's Axe,Common,4,4,4.4,TRUE,Weapon,Fire,42,9.5,1
Stonescar,Improvised Club,Common,4,3,4.4,TRUE,Relic Weapon,Shadow,42,7.1,1.3
Stonescar,Muck Crawler,Common,4,4,4,FALSE,Unit,Shadow,42,9.5,1
Stonescar,Unchecked Aggression,Common,4,4,4,FALSE,Fast Spell,Shadow,42,9.5,1
Stonescar,Outdraw,Common,4,4,4,FALSE,Spell,Fire,42,9.5,1
Stonescar,Scheme,Common,3,3,3.3000000000000003,TRUE,Spell,Shadow,42,7.1,1
Stonescar,Seek Power,Common,3,3,3.3000000000000003,TRUE,Spell,Neutral,42,7.1,1
Stonescar,Manufacture,Common,3,3,3.3000000000000003,TRUE,Spell,Fire,42,7.1,1
Stonescar,Winnow,Common,3,3,3,FALSE,Spell,Shadow,42,7.1,1
Stonescar,Amber Coin,Common,3,1,3,FALSE,Power,Time,42,2.4,3
Stonescar,Daze,Common,2,2,2.2,TRUE,Fast Spell,Neutral,42,4.8,1
Stonescar,Sorrow's Shroud,Common,2,2,2.2,TRUE,Weapon,Shadow,42,4.8,1
Stonescar,Awakened Sentinel,Common,2,1,2.2,TRUE,Unit,Time,42,2.4,2
Stonescar,Watchful Amanera,Common,2,1,2.2,TRUE,Unit,Time,42,2.4,2
Stonescar,Iron Hook,Common,2,2,2.2,TRUE,Relic Weapon,Neutral,42,4.8,1
Stonescar,Cobalt Coin,Common,2,2,2,FALSE,Power,Primal,42,4.8,1
Stonescar,Boot Knife,Common,2,2,2,FALSE,Relic Weapon,Shadow,42,4.8,1
Stonescar,Vicious Rumors,Common,2,1,2,FALSE,Spell,Shadow,42,2.4,2
Stonescar,Horn of Plenty,Common,2,2,2,FALSE,Relic,Time,42,4.8,1
Stonescar,Emerald Coin,Common,2,2,2,FALSE,Power,Justice,42,4.8,1
Stonescar,Ruin,Common,1,1,1.1,TRUE,Fast Spell,Fire,42,2.4,1
Stonescar,Lightning Strike,Common,1,1,1.1,TRUE,Fast Spell,Primal,42,2.4,1
Stonescar,Dispel,Common,1,1,1.1,TRUE,Spell,Time,42,2.4,1
Stonescar,Sharpened Reflex,Common,1,1,1.1,TRUE,Fast Spell,Justice,42,2.4,1
Stonescar,Training Ground,Common,1,1,1.1,TRUE,Spell,Time,42,2.4,1
Stonescar,Astromancer's Compass,Common,1,1,1.1,TRUE,Relic,Neutral,42,2.4,1
Stonescar,Spitfire,Common,1,1,1.1,TRUE,Relic,Fire,42,2.4,1
Stonescar,Fall Short,Common,1,1,1.1,TRUE,Fast Spell,Justice,42,2.4,1
Stonescar,Kosul Bladebarrier,Common,1,1,1,FALSE,Unit,Justice,42,2.4,1
Stonescar,Retribution,Common,1,1,1,FALSE,Spell,Justice,42,2.4,1
Stonescar,Tauride Test Pilot,Common,1,1,1,FALSE,Unit,Justice,42,2.4,1
Stonescar,Twin Sai,Common,1,1,1,FALSE,Relic Weapon,Justice,42,2.4,1
Stonescar,Furnish,Common,1,1,1,FALSE,Fast Spell,Primal,42,2.4,1
Stonescar,Arcanum Elite,Common,1,1,1,FALSE,Unit,Time,42,2.4,1
Stonescar,Displaced Oryctodon,Common,1,1,1,FALSE,Unit,Time,42,2.4,1
Stonescar,Corrupted Behemoth,Common,1,1,1,FALSE,Unit,Time,42,2.4,1
Stonescar,Flash Grenade,Common,1,1,1,FALSE,Fast Spell,Justice,42,2.4,1
Stonescar,Impatient Pyromage,Uncommon,14,11,14,FALSE,Unit,Fire,42,26.2,1.3
Stonescar,Beastcaller's Amulet,Uncommon,10,8,13,TRUE,Weapon,Shadow,42,19,1.2
Stonescar,Outlands Brute,Uncommon,10,9,13,TRUE,Unit,Fire,42,21.4,1.1
Stonescar,Shugo Standard,Uncommon,10,9,13,TRUE,Power,Fire,42,21.4,1.1
Stonescar,Cabal Standard,Uncommon,10,9,13,TRUE,Power,Shadow,42,21.4,1.1
Stonescar,Umbren Voidbringer,Uncommon,13,12,13,FALSE,Unit,Shadow,42,28.6,1.1
Stonescar,Outlaw Ringleader,Uncommon,13,12,13,FALSE,Unit,Fire,42,28.6,1.1
Stonescar,Ruins Guide,Uncommon,11,10,11,FALSE,Unit,Fire,42,23.8,1.1
Stonescar,Lethrai Direbeast,Uncommon,11,11,11,FALSE,Unit,Shadow,42,26.2,1
Stonescar,Suffocate,Uncommon,8,7,10.4,TRUE,Spell,Shadow,42,16.7,1.1
Stonescar,Rusty Grenamotive,Uncommon,8,6,10.4,TRUE,Unit,Fire,42,14.3,1.3
Stonescar,Heretic's Cannon,Uncommon,10,9,10,FALSE,Weapon,Fire,42,21.4,1.1
Stonescar,Flame Blast,Uncommon,7,7,9.1,TRUE,Spell,Fire,42,16.7,1
Stonescar,Bladekin Apprentice,Uncommon,7,6,9.1,TRUE,Unit,Fire,42,14.3,1.2
Stonescar,Hipshot,Uncommon,7,6,9.1,TRUE,Spell,Fire,42,14.3,1.2
Stonescar,Oni Cavediver,Uncommon,7,7,9.1,TRUE,Unit,Fire,42,16.7,1
Stonescar,Censari Dervish,Uncommon,9,9,9,FALSE,Unit,Fire,42,21.4,1
Stonescar,Spiteful Strike,Uncommon,8,7,8,FALSE,Fast Spell,Shadow,42,16.7,1.1
Stonescar,Wretched Talon,Uncommon,8,8,8,FALSE,Relic Weapon,Shadow,42,19,1
Stonescar,Stonescar Insignia,Uncommon,8,8,8,FALSE,Power,Stonescar,42,19,1
Stonescar,Seat of Chaos,Uncommon,6,6,7.800000000000001,TRUE,Power,Stonescar,42,14.3,1
Stonescar,Lifedrinker,Uncommon,6,6,7.800000000000001,TRUE,Relic Weapon,Shadow,42,14.3,1
Stonescar,Horsesnatcher Bat,Uncommon,6,6,7.800000000000001,TRUE,Unit,Shadow,42,14.3,1
Stonescar,Stronghold Vandal,Uncommon,7,7,7,FALSE,Unit,Fire,42,16.7,1
Stonescar,Death Ripple,Uncommon,7,7,7,FALSE,Spell,Shadow,42,16.7,1
Stonescar,Piercing Shot,Uncommon,5,5,6.5,TRUE,Spell,Fire,42,11.9,1
Stonescar,Cabal Cutthroat,Uncommon,5,5,6.5,TRUE,Unit,Shadow,42,11.9,1
Stonescar,Sewer Sludge,Uncommon,5,5,6.5,TRUE,Unit,Shadow,42,11.9,1
Stonescar,Zuberi's Longbow,Uncommon,6,6,6,FALSE,Weapon,Fire,42,14.3,1
Stonescar,Tantrum,Uncommon,6,5,6,FALSE,Spell,Fire,42,11.9,1.2
Stonescar,Combustion Brawler,Uncommon,6,6,6,FALSE,Unit,Fire,42,14.3,1
Stonescar,Cloud of Ash,Uncommon,4,4,5.2,TRUE,Spell,Fire,42,9.5,1
Stonescar,Granite Ring,Uncommon,4,4,5.2,TRUE,Relic,Fire,42,9.5,1
Stonescar,Darkweave Enchantress,Uncommon,5,4,5,FALSE,Unit,Shadow,42,9.5,1.2
Stonescar,Coverfire Marksman,Uncommon,5,5,5,FALSE,Unit,Fire,42,11.9,1
Stonescar,Hunting Anoura,Uncommon,5,4,5,FALSE,Unit,Shadow,42,9.5,1.2
Stonescar,Auric Reclaimer,Uncommon,4,4,4,FALSE,Unit,Shadow,42,9.5,1
Stonescar,Cabal Repeater,Uncommon,4,3,4,FALSE,Unit,Shadow,42,7.1,1.3
Stonescar,Stained Honor,Uncommon,4,2,4,FALSE,Unit,Shadow,42,4.8,2
Stonescar,Fallen Militiaman,Uncommon,4,4,4,FALSE,Unit,Shadow,42,9.5,1
Stonescar,Diplomatic Seal,Uncommon,3,2,3.9000000000000004,TRUE,Power,Neutral,42,4.8,1.5
Stonescar,Reforge,Uncommon,3,3,3.9000000000000004,TRUE,Spell,Fire,42,7.1,1
Stonescar,Remembrance,Uncommon,3,3,3,FALSE,Spell,Shadow,42,7.1,1
Stonescar,Withering Touch,Uncommon,3,2,3,FALSE,Fast Spell,Shadow,42,4.8,1.5
Stonescar,Clan Barracks,Uncommon,3,3,3,FALSE,Relic,Fire,42,7.1,1
Stonescar,Calderan Gunsmith,Uncommon,2,2,2.6,TRUE,Unit,Fire,42,4.8,1
Stonescar,Staff of the Arch-Magister,Uncommon,2,2,2.6,TRUE,Weapon,Fire,42,4.8,1
Stonescar,Improvised Rubbler,Uncommon,2,2,2.6,TRUE,Relic Weapon,Fire,42,4.8,1
Stonescar,Betray the Cause,Uncommon,2,2,2.6,TRUE,Spell,Shadow,42,4.8,1
Stonescar,Ankle Cutter,Uncommon,2,2,2.6,TRUE,Unit,Fire,42,4.8,1
Stonescar,Illicit Armament,Uncommon,2,2,2,FALSE,Spell,Shadow,42,4.8,1
Stonescar,Cinder Sprite,Uncommon,2,2,2,FALSE,Unit,Fire,42,4.8,1
Stonescar,Seat of Cunning,Uncommon,1,1,1.3,TRUE,Power,Feln,42,2.4,1
Stonescar,Permafrost,Uncommon,1,1,1.3,TRUE,Curse,Primal,42,2.4,1
Stonescar,Ghostform,Uncommon,1,1,1.3,TRUE,Spell,Shadow,42,2.4,1
Stonescar,Scare,Uncommon,1,1,1.3,TRUE,Fast Spell,Shadow,42,2.4,1
Stonescar,Tower Shield,Uncommon,1,1,1.3,TRUE,Weapon,Justice,42,2.4,1
Stonescar,Headsman's Axe,Uncommon,1,1,1.3,TRUE,Weapon,Shadow,42,2.4,1
Stonescar,Clan Standard,Uncommon,1,1,1.3,TRUE,Power,Primal,42,2.4,1
Stonescar,Abduct,Uncommon,1,1,1.3,TRUE,Spell,Shadow,42,2.4,1
Stonescar,Umbren Deathwatcher,Uncommon,1,1,1.3,TRUE,Unit,Shadow,42,2.4,1
Stonescar,Feed the Flames,Uncommon,1,1,1.3,TRUE,Spell,Fire,42,2.4,1
Stonescar,Consuming Flames,Uncommon,1,1,1.3,TRUE,Spell,Fire,42,2.4,1
Stonescar,Pitfall Trap,Uncommon,1,1,1.3,TRUE,Relic,Primal,42,2.4,1
Stonescar,Rat Cage,Uncommon,1,1,1.3,TRUE,Relic,Shadow,42,2.4,1
Stonescar,Blood Quill,Uncommon,1,1,1.3,TRUE,Relic,Shadow,42,2.4,1
Stonescar,Fangs in the Dark,Uncommon,1,1,1.3,TRUE,Fast Spell,Shadow,42,2.4,1
Stonescar,Sadistic Glee,Uncommon,1,1,1.3,TRUE,Unit,Shadow,42,2.4,1
Praxis,Blurreechaser,Common,45,29,45,FALSE,Unit,Fire,50,58,1.6
Praxis,Char,Common,38,26,38,FALSE,Fast Spell,Fire,50,52,1.5
Praxis,Corrupted Behemoth,Common,38,26,38,FALSE,Unit,Time,50,52,1.5
Praxis,Streets Aflame,Common,37,29,37,FALSE,Fast Spell,Fire,50,58,1.3
Praxis,Rebel Sharpshooter,Common,32,23,35.2,TRUE,Unit,Fire,50,46,1.4
Praxis,Nimble Conscript,Common,32,22,32,FALSE,Unit,Fire,50,44,1.5
Praxis,Mining Team,Common,30,20,30,FALSE,Unit,Fire,50,40,1.5
Praxis,Gun Down,Common,27,20,29.700000000000003,TRUE,Spell,Fire,50,40,1.4
Praxis,Training Ground,Common,27,22,29.700000000000003,TRUE,Spell,Time,50,44,1.2
Praxis,Daring Maneuver,Common,29,23,29,FALSE,Fast Spell,Fire,50,46,1.3
Praxis,Devotee of the Sands,Common,29,23,29,FALSE,Unit,Time,50,46,1.3
Praxis,Blinkwolf,Common,25,19,27.500000000000004,TRUE,Unit,Fire,50,38,1.3
Praxis,Learned Herbalist,Common,25,21,27.500000000000004,TRUE,Unit,Time,50,42,1.2
Praxis,Awakened Sentinel,Common,24,19,26.400000000000002,TRUE,Unit,Time,50,38,1.3
Praxis,Omnivorous Vorlunk,Common,26,22,26,FALSE,Unit,Time,50,44,1.2
Praxis,Avirax Familiar,Common,23,18,25.3,TRUE,Unit,Time,50,36,1.3
Praxis,Backpacker's Machete,Common,23,19,25.3,TRUE,Weapon,Fire,50,38,1.2
Praxis,Wurmstone,Common,23,17,25.3,TRUE,Relic,Time,50,34,1.4
Praxis,Oni Patrol,Common,24,18,24,FALSE,Unit,Fire,50,36,1.3
Praxis,Horn of Plenty,Common,24,20,24,FALSE,Relic,Time,50,40,1.2
Praxis,Pyre Adept,Common,21,17,23.1,TRUE,Unit,Fire,50,34,1.2
Praxis,Deft Strike,Common,21,16,23.1,TRUE,Spell,Time,50,32,1.3
Praxis,Displaced Oryctodon,Common,23,19,23,FALSE,Unit,Time,50,38,1.2
Praxis,Tremorshocker,Common,23,18,23,FALSE,Unit,Time,50,36,1.3
Praxis,Rallying Sergeant,Common,19,17,19,FALSE,Unit,NA,50,34,1.1
Praxis,Sauropod Crasher,Common,19,13,19,FALSE,Unit,Time,50,26,1.5
Praxis,Quicksilver Ooze,Common,18,14,18,FALSE,Unit,Time,50,28,1.3
Praxis,Dispel,Common,16,15,17.6,TRUE,Spell,Time,50,30,1.1
Praxis,Arcanum Elite,Common,17,13,17,FALSE,Unit,Time,50,26,1.3
Praxis,Amber Coin,Common,16,14,16,FALSE,Power,Time,50,28,1.1
Praxis,Refresh,Common,14,14,15.400000000000002,TRUE,Fast Spell,Time,50,28,1
Praxis,Pummel,Common,14,12,15.400000000000002,TRUE,Fast Spell,Fire,50,24,1.2
Praxis,Granite Coin,Common,15,14,15,FALSE,Power,Fire,50,28,1.1
Praxis,Horde Duelist,Common,15,13,15,FALSE,Unit,Fire,50,26,1.2
Praxis,Envelop,Common,12,12,13.200000000000001,TRUE,Fast Spell,Time,50,24,1
Praxis,Clan Wallbreaker,Common,12,12,13.200000000000001,TRUE,Unit,Fire,50,24,1
Praxis,Watchful Amanera,Common,12,11,13.200000000000001,TRUE,Unit,Time,50,22,1.1
Praxis,Blink,Common,13,12,13,FALSE,Fast Spell,Time,50,24,1.1
Praxis,Horned Vorlunk,Common,11,11,12.100000000000001,TRUE,Unit,Time,50,22,1
Praxis,Manufacture,Common,11,9,12.100000000000001,TRUE,Spell,Fire,50,18,1.2
Praxis,Submerged Titan,Common,12,11,12,FALSE,Unit,Time,50,22,1.1
Praxis,Sizzleback Salamander,Common,9,8,9,FALSE,Unit,Fire,50,16,1.1
Praxis,Seek Power,Common,8,8,8.8,TRUE,Spell,Neutral,50,16,1
Praxis,Iron Hook,Common,8,8,8.8,TRUE,Relic Weapon,Neutral,50,16,1
Praxis,Outdraw,Common,8,8,8,FALSE,Spell,Fire,50,16,1
Praxis,Phase Out,Common,8,7,8,FALSE,Spell,Time,50,14,1.1
Praxis,Pit Fighter,Common,7,7,7.700000000000001,TRUE,Unit,Fire,50,14,1
Praxis,Excavation Assistant,Common,7,6,7.700000000000001,TRUE,Unit,Time,50,12,1.2
Praxis,Needlespitter,Common,7,6,7,FALSE,Unit,Fire,50,12,1.2
Praxis,Viper's Bite,Common,5,4,5.5,TRUE,Fast Spell,Time,50,8,1.2
Praxis,Cryptic Etchings,Common,5,5,5.5,TRUE,Relic,Time,50,10,1
Praxis,Meditation,Common,5,5,5.5,TRUE,Fast Spell,Time,50,10,1
Praxis,Mute,Common,5,5,5,FALSE,Fast Spell,Time,50,10,1
Praxis,Pack Hunt,Common,4,4,4.4,TRUE,Spell,Time,50,8,1
Praxis,Iceberg Frontrunner,Common,4,4,4.4,TRUE,Unit,Fire,50,8,1
Praxis,Overheat,Common,3,3,3.3000000000000003,TRUE,Spell,Fire,50,6,1
Praxis,Grandfather's Axe,Common,3,3,3.3000000000000003,TRUE,Weapon,Fire,50,6,1
Praxis,Cobalt Coin,Common,3,2,3,FALSE,Power,Primal,50,4,1.5
Praxis,Brenn's Scrying,Common,3,2,3,FALSE,Spell,Fire,50,4,1.5
Praxis,Dark Return,Common,2,2,2.2,TRUE,Spell,Shadow,50,4,1
Praxis,Trailblaze,Common,2,1,2.2,TRUE,Fast Spell,Primal,50,2,2
Praxis,Sirocco Glider,Common,2,1,2,FALSE,Unit,Time,50,2,2
Praxis,High Alert,Common,2,1,2,FALSE,Fast Spell,Justice,50,2,2
Praxis,Ruin,Common,1,1,1.1,TRUE,Fast Spell,Fire,50,2,1
Praxis,Flash Freeze,Common,1,1,1.1,TRUE,Fast Spell,Primal,50,2,1
Praxis,Scavenging Vulture,Common,1,1,1.1,TRUE,Unit,Shadow,50,2,1
Praxis,Daze,Common,1,1,1.1,TRUE,Fast Spell,Neutral,50,2,1
Praxis,Lingering Influence,Common,1,1,1.1,TRUE,Spell,Justice,50,2,1
Praxis,Downfall,Common,1,1,1.1,TRUE,Spell,Justice,50,2,1
Praxis,Light 'em Up,Common,1,1,1.1,TRUE,Fast Spell,Fire,50,2,1
Praxis,Mob Rule,Common,1,1,1.1,TRUE,Fast Spell,Shadow,50,2,1
Praxis,Spitfire,Common,1,1,1.1,TRUE,Relic,Fire,50,2,1
Praxis,Barbarian Camp,Common,1,1,1,FALSE,Relic,Fire,50,2,1
Praxis,Lucky Prospector,Common,1,1,1,FALSE,Unit,Time,50,2,1
Praxis,Illumination Wisp,Common,1,1,1,FALSE,Unit,Time,50,2,1
Praxis,Fireheart Recruit,Common,1,1,1,FALSE,Unit,Fire,50,2,1
Praxis,Magmatic Sentinel,Common,1,1,1,FALSE,Unit,Fire,50,2,1
Praxis,Araktodon Egg,Common,1,1,1,FALSE,Relic,Time,50,2,1
Praxis,Sandcrawler,Common,1,1,1,FALSE,Unit,Time,50,2,1
Praxis,Infused Guardian,Common,1,1,1,FALSE,Unit,Time,50,2,1
Praxis,Powerbreach Sentinel,Common,1,1,1,FALSE,Unit,Time,50,2,1
Praxis,Yeti Instigator,Common,1,1,1,FALSE,Unit,Primal,50,2,1
Praxis,Snowmass Jotun,Common,1,1,1,FALSE,Unit,Primal,50,2,1
Praxis,Crooked Alleyguide,Common,1,1,1,FALSE,Unit,Shadow,50,2,1
Praxis,Razorquill,Common,1,1,1,FALSE,Unit,Shadow,50,2,1
Praxis,Eviscerate,Common,1,1,1,FALSE,Spell,Shadow,50,2,1
Praxis,Sudden Stampede,Common,1,1,1,FALSE,Fast Spell,Time,50,2,1
Praxis,Heretic's Cannon,Uncommon,19,13,19,FALSE,Weapon,Fire,50,26,1.5
Praxis,Flame Blast,Uncommon,13,12,16.900000000000002,TRUE,Spell,Fire,50,24,1.1
Praxis,Shugo Standard,Uncommon,12,12,15.600000000000001,TRUE,Power,Fire,50,24,1
Praxis,Coverfire Marksman,Uncommon,13,11,13,FALSE,Unit,Fire,50,22,1.2
Praxis,Outlaw Ringleader,Uncommon,12,10,12,FALSE,Unit,Fire,50,20,1.2
Praxis,Blurred Stygimoloch,Uncommon,12,11,12,FALSE,Unit,Time,50,22,1.1
Praxis,Hipshot,Uncommon,9,7,11.700000000000001,TRUE,Spell,Fire,50,14,1.3
Praxis,Plated Goliath,Uncommon,9,9,11.700000000000001,TRUE,Unit,Time,50,18,1
Praxis,Praxis Insignia,Uncommon,11,10,11,FALSE,Power,Praxis,50,20,1.1
Praxis,Bladekin Apprentice,Uncommon,8,7,10.4,TRUE,Unit,Fire,50,14,1.1
Praxis,Outlands Brute,Uncommon,8,6,10.4,TRUE,Unit,Fire,50,12,1.3
Praxis,Bulbous Humbug,Uncommon,10,8,10,FALSE,Unit,Time,50,16,1.2
Praxis,Seat of Impulse,Uncommon,7,7,9.1,TRUE,Power,Praxis,50,14,1
Praxis,Piercing Shot,Uncommon,7,6,9.1,TRUE,Spell,Fire,50,12,1.2
Praxis,Stinging Wind,Uncommon,7,7,9.1,TRUE,Unit,Time,50,14,1
Praxis,Ruins Guide,Uncommon,9,9,9,FALSE,Unit,Fire,50,18,1
Praxis,Censari Dervish,Uncommon,9,9,9,FALSE,Unit,Fire,50,18,1
Praxis,Novice Entomancer,Uncommon,9,7,9,FALSE,Unit,Time,50,14,1.3
Praxis,Stillweave Shroud,Uncommon,9,9,9,FALSE,Weapon,Time,50,18,1
Praxis,Rusty Grenamotive,Uncommon,6,6,7.800000000000001,TRUE,Unit,Fire,50,12,1
Praxis,Temple Standard,Uncommon,6,5,7.800000000000001,TRUE,Power,Time,50,10,1.2
Praxis,Impatient Pyromage,Uncommon,7,7,7,FALSE,Unit,Fire,50,14,1
Praxis,Tantrum,Uncommon,7,6,7,FALSE,Spell,Fire,50,12,1.2
Praxis,Adolescent Deathjaw,Uncommon,7,6,7,FALSE,Unit,Time,50,12,1.2
Praxis,Oasis Seeker,Uncommon,5,5,6.5,TRUE,Unit,Time,50,10,1
Praxis,Oni Cavediver,Uncommon,5,5,6.5,TRUE,Unit,Fire,50,10,1
Praxis,Venomous Mount,Uncommon,6,5,6,FALSE,Unit,Time,50,10,1.2
Praxis,Scorpion Wasp,Uncommon,4,4,5.2,TRUE,Unit,Time,50,8,1
Praxis,Healer's Cloak,Uncommon,4,4,5.2,TRUE,Weapon,Time,50,8,1
Praxis,Stonepowder Heretic,Uncommon,4,4,5.2,TRUE,Unit,Fire,50,8,1
Praxis,Snapping Brushstalker,Uncommon,4,3,5.2,TRUE,Unit,Time,50,6,1.3
Praxis,Feed the Flames,Uncommon,4,3,5.2,TRUE,Spell,Fire,50,6,1.3
Praxis,Porcelain Mask,Uncommon,4,4,5.2,TRUE,Relic,Time,50,8,1
Praxis,Stronghold Vandal,Uncommon,5,5,5,FALSE,Unit,Fire,50,10,1
Praxis,Zuberi's Longbow,Uncommon,5,5,5,FALSE,Weapon,Fire,50,10,1
Praxis,Combustion Brawler,Uncommon,5,5,5,FALSE,Unit,Fire,50,10,1
Praxis,Slag,Uncommon,4,4,4,FALSE,Fast Spell,Fire,50,8,1
Praxis,Clan Barracks,Uncommon,4,4,4,FALSE,Relic,Fire,50,8,1
Praxis,Trickster Mage,Uncommon,4,4,4,FALSE,Unit,Time,50,8,1
Praxis,Seat of Mystery,Uncommon,3,2,3.9000000000000004,TRUE,Power,Xenan,50,4,1.5
Praxis,Ancient Lore,Uncommon,3,2,3.9000000000000004,TRUE,Spell,Time,50,4,1.5
Praxis,Unlock Potential,Uncommon,3,3,3.9000000000000004,TRUE,Spell,Time,50,6,1
Praxis,Family Charter,Uncommon,3,3,3.9000000000000004,TRUE,Relic,Neutral,50,6,1
Praxis,Initiation Bell,Uncommon,3,2,3.9000000000000004,TRUE,Relic,Time,50,4,1.5
Praxis,Ankle Cutter,Uncommon,3,3,3.9000000000000004,TRUE,Unit,Fire,50,6,1
Praxis,Dissociate,Uncommon,3,3,3.9000000000000004,TRUE,Fast Spell,Time,50,6,1
Praxis,Ancient Excavator,Uncommon,3,3,3.9000000000000004,TRUE,Unit,Time,50,6,1
Praxis,Burdenbearer Wisp,Uncommon,3,3,3,FALSE,Unit,Time,50,6,1
Praxis,Search Party,Uncommon,3,3,3,FALSE,Spell,Time,50,6,1
Praxis,Hidden Shiv,Uncommon,2,2,2.6,TRUE,Weapon,Fire,50,4,1
Praxis,Camp Physician,Uncommon,2,2,2.6,TRUE,Unit,Time,50,4,1
Praxis,Defiance,Uncommon,2,1,2.6,TRUE,Fast Spell,Justice,50,2,2
Praxis,Skycrag Huntsman,Uncommon,2,1,2,FALSE,Unit,Fire,50,2,2
Praxis,Call to Arms,Uncommon,2,2,2,FALSE,Fast Spell,Fire,50,4,1
Praxis,Twinflame,Uncommon,2,2,2,FALSE,Fast Spell,Fire,50,4,1
Praxis,Potion of Alacrity,Uncommon,2,2,2,FALSE,Spell,Time,50,4,1
Praxis,Expedition Leader,Uncommon,2,2,2,FALSE,Unit,Time,50,4,1
Praxis,Swirl the Sands,Uncommon,2,2,2,FALSE,Fast Spell,Time,50,4,1
Praxis,Seat of Progress,Uncommon,1,1,1.3,TRUE,Power,Combrei,50,2,1
Praxis,Seat of Chaos,Uncommon,1,1,1.3,TRUE,Power,Stonescar,50,2,1
Praxis,Permafrost,Uncommon,1,1,1.3,TRUE,Curse,Primal,50,2,1
Praxis,Suffocate,Uncommon,1,1,1.3,TRUE,Spell,Shadow,50,2,1
Praxis,Horsesnatcher Bat,Uncommon,1,1,1.3,TRUE,Unit,Shadow,50,2,1
Praxis,Cloud of Ash,Uncommon,1,1,1.3,TRUE,Spell,Fire,50,2,1
Praxis,Diplomatic Seal,Uncommon,1,1,1.3,TRUE,Power,Neutral,50,2,1
Praxis,Calderan Gunsmith,Uncommon,1,1,1.3,TRUE,Unit,Fire,50,2,1
Praxis,Infinite Hourglass,Uncommon,1,1,1.3,TRUE,Relic,Time,50,2,1
Praxis,Granite Ring,Uncommon,1,1,1.3,TRUE,Relic,Fire,50,2,1
Praxis,Gathering Lights,Uncommon,1,1,1.3,TRUE,Spell,Time,50,2,1
Praxis,Consuming Flames,Uncommon,1,1,1.3,TRUE,Spell,Fire,50,2,1
Praxis,Crownwatch Standard,Uncommon,1,1,1.3,TRUE,Power,Justice,50,2,1
Praxis,Noble Firemane,Uncommon,1,1,1,FALSE,Unit,Praxis,50,2,1
Praxis,Insistent Automaton,Uncommon,1,1,1,FALSE,Unit,Time,50,2,1
Praxis,Wildfire Censari,Uncommon,1,1,1,FALSE,Unit,Fire,50,2,1
